Chickpea,/en/chickpea,,,16056
Hyacinth Bean,/en/hyacinth_bean,,,16067
Lentil,/en/lentil,,,16069
Lima Bean,/en/lima_bean,,,16071
Mung bean,/en/mung_bean,,,16080
Cellophane noodles,/en/cellophane_noodles,,,16082
Split pea,/en/split_pea,,,16085
Peanut,/en/peanut,,,16087
Peanut butter,/en/peanut_butter,,,16098
Pigeon pea,/en/pigeon_pea,,,16101
Refried beans,/en/refried_beans,,,16103
Natt?,/en/natto,,,16113
Tempeh,/en/tempeh,,,16114
Soy sauce,/en/soy_sauce,,,16124
Winged bean,/en/winged_bean,,,16135
Tofu,/en/tofu,,,16427
Lamb and mutton,/wikipedia/ru_id/311535,,,17001
Veal,/en/veal,,,17088
Bagel,/en/bagel,,,18001
Biscuit,/en/biscuit,,,18016
Sourdough,/en/sourdough,,,18029
Pita,/en/pita,,,18041
Pumpernickel,/en/pumpernickel,,,18044
Bread,/en/bread,,,18069
Bread crumbs,/en/breadcrumb,,,18079
Sponge cake,/en/sponge_cake,,,18134
Matzo,/en/matzo,,,18217
Crouton,/en/crouton,,,18242
Pancake,/en/pancake,,,18293
Puff pastry,/en/puff_pastry,,,18337
Corn tortilla,/en/tortilla,,,18363
Baking powder,/en/baking_powder,,,18369
Sodium bicarbonate,/en/sodium_bicarbonate,,,18372
cream of tartar,/en/cream_of_tartar,,,18373
Yeast,/en/yeast,,,18375
Vanilla Ice Cream,/base/ranker/rankerurlname/vanilla-ice-cream$002F16308104,,,
Chocolate,/en/chocolate,,,19120
Cocoa bean,/en/cocoa,,,19165
Custard,/en/custard,,,19169
Jell-O,/en/jell-o,,,19172
Honey,/en/honey,,,19296
Molasses,/en/molasses,,,19304
Brown sugar,/en/brown_sugar,,,19334
Sugar,/en/sugar,,,19335
Powdered sugar,/en/powdered_sugar,,,19336
Corn syrup,/en/corn_syrup,,,19351
Maple syrup,/en/maple_syrup,,,19353
Syrup,/en/syrup,,,19353
Barley,/en/barley,,,20005
Groat,/en/groats,,,20009
Cornmeal,/en/cornmeal,,,20022
Corn starch,/en/cornstarch,,,20027
Couscous,/en/couscous,,,20028
Hominy,/en/hominy,,,20030
Brown rice,/en/brown_rice,,,20040
Rice,/en/rice,,,20050
Glutinous rice,/en/glutinous_rice,,,20054
Rice flour,/en/rice_flour,,,20061
Rye flour,/en/rye_flour,,,20064
Semolina,/en/semolina,,,20066
Wheat,/en/wheat,,,20076
All-purpose Flour,/en/all_purpose_flour,,,20081
Wild rice,/en/wild_rice,,,20088
Pasta,/en/pasta,,,20097
Macaroni,/en/macaroni,,,20099
Soba,/en/soba,,,20114
S?men,/en/somen,,,20116
Spaghetti,/en/spaghetti,,,20120
Rice noodles,/en/rice_noodles,,,20133
Spelt,/en/spelt,,,20140
Masa,/wikipedia/ja_id/318091,,,20317
Noodle,/en/noodle,,,20409
Flour,/en/flour,,,20581
Tortellini,/en/tortellini,,,22901
Lasagne,/en/lasagna,,,22916
Steak,/en/steak,,,23005
Empetrum,/en/crowberry,,,35015
Cloudberry,/en/cloudberry,,,35027
Huckleberry,/en/huckleberry,,,35043
Tea,/en/tea,,,35078
Venison,/en/venison,,,35080
Salmonberry,/en/salmonberry,,,35154
Agave azul,/en/tequila_agave,,,35192
Prairie Turnip,/en/psoralea_esculenta,,,35200
Rose hip,/en/rose_hip,,,35203
Chokecherry,/en/chokecherry,,,35204
Shadbush,/en/serviceberry,,,35206
Grenadine,/en/grenadine,,,42040
Mayonnaise,/en/mayonnaise,,,42178
Hot dog,/en/hot_dog,,,42280
Unsalted Butter,/m/05yr18_,,,42307
Vermicelli,/en/vermicelli,,,43114
Kimchi,/en/kimchi,,,43143
Kool-Aid,/en/kool-aid,,,43345
Cranberry juice,/en/cranberry_juice,,,43382
Sake,/en/sake,,,43479
Wheat gluten,/en/wheat_gluten,,,48052
Escargot,/en/escargots,,,90560
Butter,/en/butter,,,01001
Blue cheese,/en/blue_cheese,,,01004
Cheese,/en/cheese,,,01009
Curd,/en/curd,,,01012
Cream cheese,/en/cream_cheese,,,01017
Mozzarella,/en/mozzarella,,,01026
Parmigiano-Reggiano,/en/parmigiano_reggiano,,,01033
Cream,/en/cream,,,01049
Whipped cream,/en/whipped_cream,,,01054
Eggnog,/en/eggnog,,,01057
Milk,/en/milk,,,01077
Buttermilk,/en/buttermilk,,,01088
Condensed milk,/en/condensed_milk,,,01095
Yogurt,/en/yoghurt,,,01116
Egg white,/en/egg_white,,,01124
Yolk,/en/egg_yolk,,,01125
Boiled egg,/en/boiled_eggs,,,01129
Oaxaca cheese,/en/oaxaca_cheese,,,01166
Allspice,/en/allspice,,,02001
Star Anise,/en/star_anise,,,02002
Bay leaf,/en/bay_leaf,,,02004
Caraway,/en/caraway,,,02005
Cardamom,/en/cardamom,,,02006
Chervil,/en/chervil,,,02008
Chili powder,/en/chili_powder,,,02009
Cinnamon,/en/cinnamon,,,02010
Clove,/en/clove,,,02011
Cumin,/en/cumin,,,02014
Curry powder,/en/curry_powder,,,02015
Fenugreek,/en/fenugreek,,,02019
Marjoram,/en/marjoram,,,02023
Mustard seed,/en/mustard_seed,,,02024
Nutmeg,/en/nutmeg,,,02025
Oregano,/en/oregano,,,02027
Paprika,/en/paprika,,,02028
Black pepper,/en/black_pepper,,,02030
Cayenne pepper,/en/cayenne_pepper,,,02031
Poppy seed,/en/poppy_seed,,,02033
Pumpkin pie spice,/en/pumpkin_pie_spice,,,02035
Saffron,/en/saffron,,,02037
Salvia officinalis,/en/common_sage,,,02038
Savory,/en/savory,,,02039
Tarragon,/en/tarragon,,,02041
Turmeric,/en/turmeric,,,02043
Basil,/en/basil,,,02044
Dill,/en/dill,,,02045
Mustard,/en/culinary_mustard,,,02046
Table salt,/en/edible_salt,,,02047
Thyme,/en/thyme,,,02049
Vanilla extract,/en/vanilla_extract,,,02050
Vinegar,/en/vinegar,,,02053
Caper,/en/caper,,,02054
Horseradish,/en/horseradish,,,02055
Rosemary,/en/rosemary,,,02063
Peppermint,/en/peppermint,,,02064
Spearmint,/en/spearmint,,,02065
Balsamic vinegar,/en/balsamic_vinegar,,,02069
Lard,/en/lard,,,04002
Thousand Island dressing,/en/thousand_island_dressing,,,04017
Peanut oil,/en/peanut_oil,,,04042
Olive oil,/en/olive_oil,,,04053
Sesame oil,/en/sesame_oil,,,04058
safflower oil,/en/safflower_oil,,,04510
Oil,/en/oil,,,04518
Shortening,/en/shortening,,,04544
Canola Oil,/en/canola_oil,,,04582
Margarine,/en/margarine,,,04617
Sunflower oil,/en/sunflower_oil,,,04642
Chicken meat,/wikipedia/ru_id/357333,,,05006
Quail,/en/quail,,,
Turkey,/biology/itis/176135,,,
Foie gras,/en/foie_gras,,,05282
Ostrich,/en/ostrich,,,
Broth,/en/broth,,,06013
Cream of mushroom soup,/en/cream_of_mushroom_soup,,,06043
Beef bouillon,/en/beef_bouillon,,,06075
Salsa,/wikipedia/pt/Salsa_$0028molho$0029,,,
Tabasco pepper,/en/tabasco_pepper,,,06169
Fish sauce,/en/fish_sauce,,,06179
Ramen,/en/ramen,,,06583
Hot sauce,/en/hot_sauce,,,06961
Worcestershire sauce,/en/worcestershire_sauce,,,06971
Blood sausage,/en/blood_sausage,,,07005
Chorizo,/en/chorizo,,,07019
P‰t_,/wikipedia/fr/P$00E2t$00E9,,,
Salami,/en/salami,,,07072
Spam,/wikipedia/de_id/366167,,,07909
Bratwurst,/en/bratwurst,,,07924
Oatmeal,/en/oatmeal,,,08120
Malpighia emarginata,/en/acerola,,,09001
Apple,/en/apple,,,09003
Apple juice,/en/apple_juice,,,09016
Apricot,/en/apricot,,,09021
Avocado,/en/avocado,,,09037
Banana,/en/banana,,,09040
Blackberry,/biology/itis/504851,,,09042
Blueberry,/en/blueberry,,,09050
Boysenberry,/en/boysenberry,,,09057
Breadfruit,/en/breadfruit,,,09059
Carambola,/en/carambola,,,09060
Cherimoya,/en/cherimoya,,,09062
Cherry,/en/cherry,,,09070
Cranberry,/en/cranberry,,,09078
Carissa lanceolata,/en/carissa_lanceolata,,,09083
Custard-apple,/en/custard-apple,,,09086
Elderberry,/en/elderberry,,,09088
Common fig,/en/common_fig,,,09089
Gooseberry,/en/gooseberry,,,09107
Grapefruit,/en/grapefruit,,,09111
Grape,/en/grape,,,09131
Guava,/en/guava,,,09139
Strawberry Guava,/en/strawberry_guava,,,09140
Jackfruit,/en/jackfruit,,,09144
Jujube,/en/jujube,,,09146
Kiwifruit,/en/kiwifruit,,,09148
Kumquat,/en/kumquat,,,09149
Lemon,/en/lemon,,,09151
Lemon juice,/en/lemon_juice,,,09152
Lemon peel,/m/05n1hk8,,,09156
Lime,/wikipedia/fr_id/209996,,,09159
Lime Juice,/en/lime_juice,,,09160
Lychee,/en/lychee,,,09164
Loganberry,/en/loganberry,,,09167
Longan,/en/longan,,,09172
Loquat,/en/loquat,,,09174
Mango,/en/mango,,,09176
Purple mangosteen,/en/mangosteen,,,09177
Cantaloupe,/en/cantaloupe,,,09181
Honeydew,/en/honeydew,,,09184
Fruit,/en/fruit,,,09187
Morus,/en/mulberry,,,09190
Nectarine,/en/nectarine,,,09191
Olive,/en/olive,,,09193
Orange,/biology/itis/28889,,,09200
Valencia orange,/en/valencia_orange,,,09201
Orange juice,/en/orange_juice,,,09206
Tangerine,/en/tangerine,,,09218
Papaya,/en/papaya,,,09226
Papaya Juice,/m/05n1hyx,,,09229
Passion fruit,/en/passiflora_edulis,,,09231
Peach,/en/peach,,,09236
Pear,/en/pear,,,09252
Persimmon,/en/persimmon,,,09265
Ananas,/en/ananas,,,09266
Pineapple Juice,/m/05n1hzb,,,09273
Cooking plantain,/en/plantain,,,09277
Plum,/en/plum,,,09279
Pomegranate,/en/pomegranate,,,09286
Pomelo,/en/pomelo,,,09295
Quince,/en/quince,,,09296
Raisin,/en/raisin,,,09299
Rambutan,/en/rambutan,,,09301
Raspberry,/en/raspberry,,,09302
Rhubarb,/en/rhubarb,,,09307
Sapodilla,/en/sapodilla,,,09313
Soursop,/en/soursop,,,09315
Strawberries,/en/strawberry,,,09316
Sugar-apple,/en/sugar-apple,,,09321
Tamarind,/en/tamarind,,,09322
Watermelon,/en/watermelon,,,09326
Feijoa,/en/feijoa,,,09334
Grapefruit juice,/en/grapefruit_juice,,,09404
Date palm,/en/date_palm,,,09421
Durian,/en/durian,,,09422
Candied fruit,/en/candied_fruit,,,09426
Pineapple,/en/pineapple,,,09429
Clementine,/en/clementine,,,09433
Pomegranate juice,/en/pomegranate_juice,,,09442
Black Pig,/en/black_pig,,,10001
Guanciale,/en/guanciale,,,10123
Pancetta,/en/pancetta,,,10123
Jinhua Pork,/en/jinhua_pork,,,10936
Artichoke Hearts,/en/artichoke_hearts,,,11007
Pyrenees star of Bethlehem,/en/ornithogalum_pyrenaicum,,,11011
Vigna aconitifolia,/en/moth_bean,,,11043
Sea beet,/en/sea_beet,,,11086
Allium tuberosum,/en/garlic_chives,,,11156
Ramsons,/en/ramsons,,,11156
Culantro,/en/eryngium_foetidum,,,11165
Vietnamese coriander,/wikipedia/bg_id/110375,,,11165
Land Cress,/en/barbarea_verna,,,11203
West Indian gherkin,/en/cucumis_anguria,,,11205
Crithmum,/en/rock_samphire,,,11207
Sheep's sorrel,/en/rumex_acetosella,,,11207
Sorrel,/en/sorrel,,,11207
Stitchwort,/en/stellaria,,,11207
Elephant garlic,/en/elephant_garlic,,,11215
Garlic scape,/en/garlic_scape,,,11215
Greater Galangal,/en/alpinia_galanga,,,11216
Fingerroot,/en/boesenbergia_rotunda,,,11216
Wild ginger,/en/wild_ginger,,,11216
Curcuma zedoaria,/en/zedoary,,,11216
Tinda,/en/tinda,,,11218
Snake gourd,/en/trichosanthes_cucumerina,,,11218
Winter melon,/en/winter_melon,,,11218
Kai-lan,/en/kai-lan,,,11233
Kurrat,/en/kurrat,,,11246
Elephant Foot Yam,/en/amorphophallus_paeoniifolius,,,11258
Jumbo Mushroom,/en/jumbo_mushroom,,,11260
Porcini Mushroom,/en/porcini_mushroom,,,11266
Mizuna,/wikipedia/ja_id/398986,,,11270
Mustard plant,/en/mustard_plant,,,11270
Komatsuna,/en/komatsuna,,,11274
Tatsoi,/en/tatsoi,,,11274
Ramp,/en/wild_leek,,,11291
Allium anceps,/en/twinleaf_onion,,,11292
Cow Parsley,/en/cow_parsley,,,11297
Persillade,/en/persillade,,,11297
Jerusalem artichoke,/en/jerusalem_artichoke,,,11352
Daikon,/en/daikon,,,11430
Black Salsify,/en/black_salsify,,,11437
Ogonori,/en/ogonori,,,11444
Callophyllis variegata,/wikipedia/en_title/Callophyllis_variegata,,,
Kombu,/en/kombu,,,11445
Sea lettuce,/en/sea_lettuce,,,11445
Aonori,/en/aonori,,,11446
Cladosiphon okamuranus,/en/cladosiphon_okamuranus,,,11446
Dulse,/en/dulse,,,11446
Gim,/wikipedia/ja/$97D3$56FD$6D77$82D4,,,
Nori,/en/nori,,,11446
Saltbush,/en/atriplex,,,11457
Waterleaf,/en/talinum_fruticosum,,,11457
Skirret,/en/sium_sisarum,,,11507
Arracacia xanthorrhiza,/en/arracacha,,,11518
Purple yam,/en/ube,,,11601
Chipotle,/en/chipotle,,,11632
Figleaf Gourd,/en/cucurbita_ficifolia,,,11641
Pattypan squash,/en/pattypan_squash,,,11641
Squash,/wikipedia/sv/Courgette,,,
Caulerpa,/en/caulerpa,,,11669
Hijiki,/en/hijiki,,,11669
Habanero chili,/en/habanero_chile,,,11819
Malagueta pepper,/en/malagueta_pepper,,,11819
Sambal,/en/sambal,,,11820
Capsicum,/en/capsicum,,,11821
Peruvian groundcherry,/en/physalis_peruviana,,,11954
Lingzhi mushroom,/en/lingzhi,,,11988
Truffle,/en/truffle,,,11988
Kinoko Mushroom,/en/kinoko_mushroom,,,11993
Matsutake,/en/matsutake,,,11993
Sesame,/en/sesame,,,12023
Pignut,/en/conopodium_majus,,,12093
Creme de Marrons,/en/creme_de_marrons,,,12095
Candlenut,/en/candlenut,,,12131
Mishima cattle,/en/mishima_beef,,,13001
Oxtail,/en/oxtail,,,13019
Sweetbread,/en/sweetbread,,,13337
Beef Cheek,/en/beef_cheek,,,13369
Guinness,/en/guinness,,,14003
Stout,/en/stout,,,14003
Sour mix,/en/sour_mix,,,14028
Absinthe,/en/absinthe,,,14037
Akvavit,/en/akvavit,,,14037
Angostura bitters,/en/angostura_bitters,,,14037
Bacardi 151,/en/bacardi_151,,,14037
Bitters,/en/bitters,,,14037
Brandy,/en/brandy,,,14037
Cachaça,/en/cachaca,,,14037
Campari,/en/campari,,,14037
Cognac,/wikipedia/ja_id/166356,,,14037
Fernet,/en/fernet_branca,,,14037
Herbsaint,/en/herbsaint,,,14037
Light rum,/en/light_rum,,,14037
Malibu Rum,/en/malibu_rum,,,14037
Mezcal,/en/mezcal,,,14037
Ouzo,/en/ouzo,,,14037
Pimm's,/en/pimms,,,14037
Pisco,/en/pisco,,,14037
Schlichte,/en/schlichte,,,14037
Scotch whisky,/en/scotch_whisky,,,14037
Tequila,/en/tequila,,,14037
WKD Original Vodka,/en/wkd_original_vodka,,,14037
?ubr—wka,/en/zubrowka,,,14037
Dark Rum,/en/dark_rum,,,14050
Golden Rum,/en/golden_rum,,,14050
Jamaican Amber Rum,/en/jamaican_amber_rum,,,14050
White Rum,/m/05n1hyb,,,14050
Apple Vodka,/en/apple_vodka,,,14051
Bourbon whiskey,/en/bourbon_whiskey,,,14052
Crown Royal,/en/crown_royal,,,14052
Irish Whiskey,/wikipedia/en_title/Irish_Whiskey_$0028novel$0029,,,
Rye whiskey,/en/rye_whisky,,,14052
Sazerac Rye Whiskey,/en/sazerac_rye_whiskey,,,14052
Seagram's Seven Crown,/en/seagrams_seven_crown,,,14052
Tennessee whiskey,/en/tennessee_whiskey,,,14052
Port wine,/en/port_wine,,,14057
Carpano,/en/carpano,,,14084
Dry Vermouth,/en/vermouth_dry,,,14084
Dubonnet,/en/dubonnet,,,14084
Noilly Prat,/en/noilly_prat,,,14084
Sparkling wine,/en/sparkling_wine,,,14084
Sweet Red Vermouth,/en/sweet_red_vermouth,,,14084
Sweet Vermouth,/m/05n2vn_,,,14084
Vermouth,/en/vermouth,,,14084
Champagne,/en/champagne,,,14106
Dry White Wine,/en/dry_white_wine,,,14106
Liebfraumilch,/en/liebfraumilch,,,14106
La Casera,/en/la_casera,,,14121
Ginger beer,/en/ginger_beer,,,14136
Carbonated water,/en/carbonated_water,,,14155
Clamato,/en/clamato,,,14187
Green tea,/en/green_tea,,,14355
Damiana,/en/damiana,,,14381
Jasmine,/en/jasmine,,,14381
Jiaogulan,/en/jiaogulan,,,14381
Lavender,/en/lavender,,,14381
Pineapple Verbena,/en/nashia_inaguensis,,,14381
Rooibos,/en/rooibos,,,14381
Southernwood,/en/southernwood,,,14381
Coca-Cola,/en/coca-cola,,,14400
Fruit juice,/m/05n91f7,,,14405
