Honey garlic sauce,Honey garlic sauce,241 Pizza,51c37b8d97c3e6d272824b8b,Barbeque Sauce Garlic Honey,Roland,2,tbsp,100
Crispbread,Crispbread Natural,34 Degrees,51c3f0b897c3e6de73cbc819,Crispbread Natural,34 Degrees,19,crackers,130
Rice white short-grain cooked,Sushi Rice Short Grain White,365 Everyday Value,5284ca4e038bb60200001827,Sushi Rice Short Grain White,365 Everyday Value,0.25,cup (dry),150
Iced tea,Iced Tea,4C,513fceb675b8dbbc21001e93,Iced Tea - 1 serving (3 heaping tsp),USDA,1,serving (3 heaping tsp),92.23
Coconut rice,Coconut rice,4Food,550d1d7a7d43fcc629e8b773,Coconut Rice,Taste of Rice,4.4,oz,300
Momo,momo Sandwich,4food,53444ea47395ed134519ef58,momo Sandwich,4food,1,sandwich,751
Soylent,Soylent Green Sandwich,4Food,53444ea59a631f1645ecff9d,Soylent Green Sandwich,4food,1,sandwich,539
Tzatziki,Tzatziki,4food,53444ea7bbe3351445980710,Tzatziki,4food,1,serving,10
Surf and turf,Surf and Turf - 9oz,54th Street Grill & Bar,53444f537ba4ca15456f5e06,Surf and Turf - 9oz,54th Street Grill & Bar,9,oz,900
5th Avenue,Candy Bar,5th Avenue,51c3b8a697c3e6d8d3b453b2,Candy Bar,Jokerz,1,bar,280
Steak sauce,Steak sauce,A.1.,513fceb775b8dbbc210033c7,Sauce steak tomato based - 2 Tbsp,USDA,2,Tbsp,32.3
Sundae,Chocolate Sundae,A&W Restaurants,ae497599b4f070fefcff9833,Chocolate Sundae,Fosters Freeze,1,Sundae,507.1
Abbott Nutrition Similac Sensitive,Infant formula ABBOTT NUTRITION SIMILAC SENSITIVE (LACTOSE FREE) liquid concentrate with ARA and DHA (formerly ROSS) ,Abbot Nutrition,513fceb475b8dbbc2100059a,Infant formula ABBOTT NUTRITION SIMILAC SENSITIVE (LACTOSE FREE) liquid concentrate with ARA and DHA (formerly ROSS) - 1 fl oz,USDA,1,fl oz,39.04
Abbott Nutrition Similac Infant Formula,Infant formula ABBOTT NUTRITION SIMILAC with iron ready-to-feed (formerly ROSS) - 1 fl oz,ABBOTT NUTRITION,463d6237a68add62caaa19cb,Infant formula ABBOTT NUTRITION SIMILAC with iron ready-to-feed (formerly ROSS) - 1 fl oz,USDA,1,fl oz,19.76
Waffle,Waffle,Abc Country Restaurants,513fceb775b8dbbc2100294d,"Waffle - 1 waffle round (7"" dia)",USDA,1,"waffle round (7"" dia)",218.25
SKYY vodka,Vodka,Absolut,513fceb675b8dbbc21001d8a,Vodka - 1 fl oz,USDA,1,fl oz,64.22
Adobo sauce,Adobo Sauce,Acadia,51c3bcaf97c3e6d8d3b47157,Adobo Sauce,Acadia,2,tbsp,40
Flavour enhancer,Flavor Enhancer,Accent,51c3d94297c3e6d8d3b55509,Flavor Enhancer,Accent,0.13,tsp,0
Perry,Perry Hard Cider,Ace,5478e833315c8436480f86ee,Perry Hard Cider,Ace,12,fl oz,170
Halva,Halva Snacks,Achva,51c3d20897c3e6d8d3b51957,Halva Snacks,Achva,1,piece,129
Twirl,Twirl Pops,Adams & Brooks,51c3ec8c97c3e6de73cbab75,Twirl Pops,Adams & Brooks,0.33,pop,60
Red Wine Reduction,Red Port Wine Reduction,Adams Spice Company,51c3d94397c3e6d8d3b5551a,Port Wine Reduction Red Port Wine Reduction Red,Adams Spice Company,1.5,tbsp,80
Nestle After Eight Mints,Dark Chocolate Mints,After Eight,52a8b965b1899dcf46000299,Dark Chocolate Mints,Junior Mints,3,pieces,190
Chinese noodles,Chinese Noodles,Ah-So,51c4002b97c3e6dfa4df346a,Chinese Noodles,Mee Tu,1,oz,120
Yakisoba,Yakisoba,Ajinomoto,53f5ff0ab968dd36623e77ef,Yakisoba,Ajinomoto,0.5,pack,250
Chicken balls,Chicken Balls,Al Safa Halai,51c3c68697c3e6d8d3b4bf2c,Chicken Balls,Al Safa Halal,5,pieces,220
Fatayer,Fatayer,Aladdin's Eatery,53444f939a631f1645ed02e4,Fatayer,Aladdin's Eatery,7,oz,295
Fattoush,Fattoush Dressing,Aladdin's Eatery,53444f94cd5bb303a94c4ab2,Fattoush Dressing,Aladdin's Eatery,2.5,oz,366
Sfiha,Sfiha,Aladdin's Factory,53444f939a631f1645ed02e5,Sfiha,Aladdin's Eatery,9,oz,433
Mujaddara,Mujaddate Plate,Aladin's Eatery,513fc9c4673c4fbc26000e8a,Chicken Plate,Waba Grill,496,g,730
Pork steak,Pork Shoulder Steak,Aldi,53e8bcb269dc7b3e38104f99,Pork Shoulder Steak,Aldi,4,oz,190
Rissole,Rissole Potatoes with Garden Herbs,Alexia,51c3c88097c3e6d8d3b4cabf,Rissole Potatoes with Garden Herbs,Alexia,0.5,cup,120
Pheasant paste,Pate Pheasant & Rosemary with Pork and Duck,Alexian,51c3f25497c3e6de73cbd3f2,Pate Pheasant & Rosemary with Pork and Duck,Alexian,2,oz,160
Borodinsky bread,Borodynsky Rye Bread,All Stars Bakery,54fd676dac8696df581ea47e,Borodynsky Rye Bread,All Stars Bakery,1,slice,90
Bran Buds,All-Bran Buds,All-Bran,51c3743797c3e69de4b0c4fb,All-Bran Buds,All-Bran,0.33,cup,80
Complete Wheat Bran Flakes,Cereal Complete Wheat Flakes,All-Bran,51c3743d97c3e69de4b0c52d,Cereal Complete Wheat Flakes,All-Bran,0.75,cup,90
All-Bran,Crackers Multi-Grain,All-Bran,52b65868b7763d482e00051e,Club Crackers Multi-Grain,Keebler,4,crackers,60
Kellogg's All-Bran Multigrain Crackers,Crackers Multi-Grain,All-Bran,51c36ef997c3e69de4b09700,Crackers Multi-Grain,Club,4,crackers,70
Almond Joy,Almond Joy Milk Chocolate Coconut & Almonds,Almond Joy,51d2f9a0cc9bff111580d0ae,Almond Joy Milk Chocolate Coconut & Almonds,Almond Joy,1,bar,80
Arare,Sakura Arare,Aloha Gourmet,51c3d06097c3e6d8d3b50b87,Sakura Arare,Aloha Gourmet,1,oz,134
Paratha,Paratha,Amana,463d62379144093e2041053c,Bread paratha (Indian bread) whole wheat frozen - 1 piece,USDA,1,piece,257.54
Enriched flour,Flour Enriched,America's Choice,51c3eb1797c3e6de73cba175,Flour Enriched,America's Choice,0.25,cup,100
Colby cheese,Cheese Colby,Amish Country,51c35a1d97c3e69de4affb3d,Cheese Colby,Kroger,1,oz,110
AMP Energy Drink,Energy Drink Lemonade,Amp Energy,51c3cb4197c3e6d8d3b4e118,Energy Drink Lemonade,Redline,0.5,bottle,0
Pitted dates,Dates Pitted,Amport Foods,51c38f9e97c3e6d3ebc5c20c,Dates Pitted,Amport Foods,0.25,cup,130
Burrito,Burrito,amy's,463d6237fdc386e7a59a32ce,Fast foods burrito with beans cheese and beef - 1 burrito,USDA,1,burrito,433.8
Mattar paneer,Indian Mattar Paneer,Amy's,51c3f88597c3e6dfa4defc8c,Indian Mattar Paneer,Amy's,1,meal,370
Macaroni and cheese,Macaroni and Cheese,Amy's,513fceb875b8dbbc2100352e,Mac and Cheese - 1 cup prepared,USDA,1,cup prepared,309.96
Leek soup,Soup Potato Leek,Amy's,51c3702e97c3e69de4b0a27e,Soup Potato Leek,Nile Spice,1,pkg,110
Big Hunk,Big Hunk,Anabelle's,51c3b81697c3e6d8d3b44fa5,Big Hunk,Annabelle's,1,bar,230
Andes Chocolate Mints,Creme de Menthe Thins,Andes,51c37a4d97c3e6d2728241a4,Creme de Menthe Thins,Andes,3,pieces,190
Buffalo mozzarella,Buffalo Mozzarella Cheese,Annabella,53e8bcdf69dc7b3e38104fe3,Buffalo Mozzarella Cheese,Annabella,0.25,ball,85
U-No Bar,U-NO Snack Size Bars,Annabelle's,51c3b9da97c3e6d8d3b45cd6,U-NO Snack Size Bars,Annabelle's,1,bar,70
Linguettine,Linguettine 17,Antonio Amato,51c3690497c3e69de4b0650a,Linguettine 17,Antonio Amato,2,oz dry,220
Applejack,Apple Jacks,Apple Jacks,51c3baef97c3e6d8d3b46530,Apple Jacks,Apple Jacks,1,cup,110
Applebee's 9 oz House Sirloin Steak,9 oz. House Sirloin,Applebee's,513fc998927da7040800503d,9 oz. House Sirloin,Applebee's,9,oz,310
Baked potato,Baked Potato,Applebee's,513fceb575b8dbbc21001670,Baked Potato - 1 skin,USDA,1,skin,114.84
Applebee's Double Crunch Shrimp,Double Crunch Shrimp ,Applebee's,513fc998927da704080050b1,Double Crunch Shrimp,Applebee's,1,plating,1280
French onion soup,French onion soup,Applebee's,534449917395ed134519e648,French Onion Soup,Blimpie,8.6,oz,80
Applebee's French Fries,Fries Side,Applebee's,513fc998927da704080050c0,Fries Side,Applebee's,1,plating,440
Applebee's Kraft Macaroni & Cheese,KRAFT Macaroni & Cheese,Applebee's,513fc992927da70408000829,Kraft Macaroni & Cheese,Arby's,-1,NULL,170
Applebee's Mozzarella Sticks,Mozzarella Sticks,Applebee's,513fceb875b8dbbc21003567,Restaurant family style fried mozzarella sticks - 1 piece,USDA,1,piece,100.75
Tempura,Tempura Shrimp,Aqua Star,51c3f85697c3e6dfa4defb2c,Shrimp Tempura,Aqua Star,5,oz,310
Lagidze water,Water,Aquafina,51c3b6b997c3e6d8d3b444f5,Water Fruit Punch Flavored,Water,8,fl oz,45
Enhanced water,Water Enhanced Watermelon,Aquafina,51c35e7c97c3e69de4b015d1,Water Enhanced Watermelon,Aquafina,8,fl oz,40
Bacon Deluxe,Bacon Deluxe,Arby's,51c540ca97c3e6efadd5ba1c,Frozen Vegetables Deluxe Caldo Vegetables Corn Potatoes Carrots Celery Onions,Deluxe,84,G,60
Reuben sandwich,Reuben Sandwich,Arby's,53444b289a631f1645ecf865,Reuben Sandwich,Dilly's Sandwiches,0.5,sandwiches,246
Saffron rice,Saffron Rice,Archer Farms,52e7dff97cc5d4655c000320,Saffron Rice,Archer Farms,1,cup,170
Tikka,Tikka Masala,Archer Farms,5293b1c4854300e25500035c,Tikka Masala,Archer Farms,0.25,package,200
ARCHWAY Home Style Cookies Coconut Macaroon,Coconut Macaroon Cookies,Archway,51c3bd9d97c3e6d8d3b4788d,Coconut Macaroon Cookies,Archway,2,ea,180
Archway Home Style Cookies Ginger Snaps,Cookies Ginger Snaps,Archway,51c3691297c3e69de4b065e0,Cookies Ginger Snaps,Josephine's,3,cookies,110
Archway Home Style Cookies Iced Oatmeal,Cookies Iced Oatmeal Original,Archway,51d2f92dcc9bff111580cd70,Cookies Iced Oatmeal Original,Archway,1,cookie,110
Archway Home Style Cookies Old Fashioned Molasses,Cookies Old Fashioned Molasses,Archway,51c36c4c97c3e69de4b08108,Cookies Old Fashioned Molasses,Archway,1,ck,110
Archway Home Style Cookies Raspberry Fruit Filled,Cookies Raspberry Fruit Filled,Archway,51c36c5697c3e69de4b0815b,Cookies Raspberry Fruit Filled,Archway,1,cookie,90
Archway Home Style Cookies Strawberry Filled,Cookies Strawberry,Archway,51c3691697c3e69de4b06601,Cookies Strawberry,Josephine's,1,cookie,110
Archway Home Style Cookies,Home Style Cookies Molasses,Archway,51c36c4d97c3e69de4b0810b,Home Style Cookies Molasses,Archway,1,ea,110
Archway Home Style Cookies Iced Molasses,Home Style Cookies Molasses,Archway,51c36c4d97c3e69de4b0810b,Home Style Cookies Molasses,Archway,1,ea,110
Peanut butter cookie,Peanut Butter Cookie,Archway,513fceb775b8dbbc21002780,Cookies peanut butter commercially prepared regular - 1 cookie,USDA,1,cookie,146.63
Archway Home Style Cookies Chocolate Chip Ice Box,Home Style Cookies Chocolate Chip Ice Box,Archway,513fceb775b8dbbc21002a26,ARCHWAY Home Style Cookies Chocolate Chip Ice Box - 1 serving,USDA,1,serving,119.28
Neapolitan sauce,Neapolitan sauce,Arcor,51c3d8dd97c3e6d8d3b551ad,Neapolitan Sauce,Arcor,0.25,cup,20
Neapolitans,Neapolitan Sauce,Arcor,51c3d8dd97c3e6d8d3b551ad,Neapolitan Sauce,Arcor,0.25,cup,20
Arizona Iced Tea with Lemon Flavor,Iced Tea with Lemon Flavor,Arizona,51c3b62d97c3e6d8d3b4407d,Iced Tea with Lemon Flavor,Arizona,8,fl oz,90
Pepperoni,Pepperoni,Armour,513fceb475b8dbbc21000cf3,Pepperoni pork beef - 3.53 oz,USDA,3.53,oz,494
Tandoori chicken,Tandoori Chicken,Arora Creations,51c3d20f97c3e6d8d3b51993,Tandoori Chicken,Arora Creations,4.3,g,0
Tom yum,Tom Yum Soup,Aroy-d,51c3d89797c3e6d8d3b54f8a,Tom Yum Soup,Tasty Bite,5,oz,75
Adzuki bean,Adzuki Beans,Arrowhead Mills,51c4020597c3e6dfa4df425f,Adzuki Beans,Arrowhead Mills,0.25,cup,130
Graham cracker crust,Graham Cracker Crust,Arrowhead Mills,513fceb775b8dbbc21002a64,Pie Crust Cookie - 1 crust,USDA,1,crust,916.83
Compote,Compote Fig,Artisanal Grocery,51c400d197c3e6dfa4df3940,Compote Fig,Artisanal Grocery,2,tbsp,25
Horchata,Beverage Horchata,as served in restaurant,5480740280f3a5212a29148b,Horchata Energy Dairy Beverage,Rockstar,8,fl oz,120
Octopus,Octopus,Asian Best,51c3f85e97c3e6dfa4defb65,Octopus,Asian Best,4,oz,50
Quail eggs,Quail Eggs ,Asian Taste,5492f4614c1ae5326e57a59c,Quail Eggs,Asian Taste,11,pieces,7
Halloumi,Cheese Halloumi,Atalanta,51c3f25c97c3e6de73cbd42a,Cheese Halloumi,Atalanta,9,slices,90
Stromboli,Stromboli,Atanasoff's,551b11c6ee5658191b3ab23d,Stone Baked Thin Crust Pizza Mushrooms & Emmental,Stromboli,0.25,pizza,200
Chili con carne,Chili con carne,Atkins,51d37dd0cc9bff5553aaa632,Chili Con Carne,Zeigler,235,G,670
Chick-O-Stick,Chick-O-Stick,Atkinson's,51c37a5197c3e6d2728241cc,Chick-O-Stick,Atkinson's,1,ct,90
Cake balls,Have-a-Bit... It's a Piece of Cake! Double Chocolate Cake Balls,Atlanta Cheesecake Company,52b658a12dedad540e005371,Have-a-Bit... It's a Piece of Cake! Double Chocolate Cake Balls,Atlanta Cheesecake Company,1,piece,140
Fish chowder,Chowder Fish New England Style,Atlantic,51c403c697c3e6dfa4df5007,Chowder Fish New England Style,Atlantic,0.67,cup,120
Shahi paneer,Shahi paneer (indian curry),Au Bon Pain,5266a15b9f05a39eb3009c86,Shahi Paneer (Indian Curry),Au Bon Pain,1,oz,60
Austin Cheddar Cheese Crackers,Cheese Crackers with Cheddar Cheese,Austin,51c3f0c197c3e6de73cbc864,Cheese Crackers with Cheddar Cheese,Austin,1,package,210
Austin Cheddar Cheese on Cheese Crackers,Cheese Crackers with Cheddar Cheese,Austin,51c3bef997c3e6d8d3b48358,Cheese Crackers with Cheddar Cheese,Austin,1,package,190
Austin Chocolatey Peanut Butter Sandwich Crackers,Cracker Sandwiches Chocolatey Peanut Butter,Austin,51c3bef997c3e6d8d3b48356,Cracker Sandwiches Chocolatey Peanut Butter,Austin,1,package,190
AUSTIN Peanut Butter on Cheese Crackers,Crackers Cheese Crackers with Peanut Butter,Austin,51c3befa97c3e6d8d3b4835f,Crackers Cheese Crackers with Peanut Butter,Austin,1,ea,140
Austin PB & J Cracker Sandwich,Pb & J Cracker Sandwiches,Austin,51c54b3697c3e6efadd60c77,Pb & J Cracker Sandwiches,Austin,26,G,130
AUSTIN Peanut Butter on Toasty Crackers,Toasty Crackers with Peanut Butter,Austin,51c3befa97c3e6d8d3b48360,Toasty Crackers with Peanut Butter,Austin,1,package,190
Austin Cheddar Cheese on Wheat Crackers,Wheat Crackers with Cheddar Cheese,Austin,51c3befc97c3e6d8d3b48374,Wheat Crackers with Cheddar Cheese,Austin,1,package,200
Vitasoy USA Azumaya Tofu,Tofu Firm,Azumaya,51c3f42097c3e6de73cbe0d6,Tofu Firm,Wegmans,0.2,package,70
AZUMAYA Extra Firm Tofu,Tofu Extra Firm,Azumaya,51d2fd58cc9bff111580e940,Tofu Extra Firm,Azumaya,2.8,oz,70
Skyr,Skyr Smoothie Vanilla,B'more Organic,54ee5a1cfce1619f27b10407,Skyr Smoothie Vanilla,B'more Organic,8,oz,120
Herbes de Provence,Herbes De Provence,Badia,51c3706597c3e69de4b0a4ca,Herbes De Provence,Badia,0.25,tsp,1
Food coloring,yellow coloring,Badia,51c3706597c3e69de4b0a4c3,Yellow Coloring,Badia,0.25,tsp,0
Montreal-style bagel,Bagelwich Montreal Style,Bagelwich,54fb891240518e4f74c54775,Bagelwich Montreal Style,Bagelwich,1,bagel,250
Chimichurri,Chimichurri,Bahama Breeze,546a6ca6f591c7233c57f6f3,Chimichurri,Gaucho Ranch,1,tbsp,40
Ropa vieja,Ropa Vieja,Bahama Breeze,463d6886c79ddb3fed7496cb,Ropa Vieja,Bahama Breeze,-1,NULL,660
Tostones,Tostones with Chicken,Bahama Breeze,463d688696c1499208263180,Tostones with Chicken,Bahama Breeze,-1,NULL,1030
Nasi goreng,Indonesian Nasi Goreng,Baji's,51c3d41d97c3e6d8d3b52ad6,Indonesian Nasi Goreng,Baji's,0.5,pkg,230
