I had 1 over easy egg; 1/2 cup of fried rice and 1 cup of non fat mlk,egg,1,1,medium,no quantity
i had half cup of white rice; 1 chicken leg; half a small bowl of corn soup. I had a glass of water and half glass of orange juice.,leg,1,1,back bone and skin r,no quantity
I had 1 cup of Chobani 0% Fat Greek Yogurt with one chopped peach and 3/4 cup of blueberries. I added 28g of Low Fat granola to the top. Finally; I had a cup of coffee with 1 Splenda; 1/2 cup of 1% fat milk; and 1 teaspoon of sugarfree hazelnut syrup.,Splenda,1,1,serving 1 packet,no quantity
I had one serving of French toast with no syrup; 1 boiled egg; and a cup of Tropicana orange juice.,egg,1,1,cup; chopped,no quantity
â€‹I had a 3/4 cup of Bran Flakes (store brand) with milk; about 1/4 cup of watermelon chunks; and 1/2 cup of Great Value brand of mixed fruit. Also; 1 Kellogg's Chocolate Fudge pop-tart. And; 1/2 cup 2% milk to drink.,Fudge,1,1,pastry,no quantity
I had 1 Peanut butter Clif Builder Bar and 1 cup of black coffee,Bar,1,1,Butterfinger BB's,no quantity
I had 1 cup cubes cantaloupe;1 banana;1 yellow curry potato samosa; and 1 brown gingerbread pig pastry,pastry,1,1,piece,no quantity
1 - Zone Perfect fudge graham protein bar 1 - Poweraid Zero 32 oz.,bar,1,1,Butterfinger BB's,no quantity
herbalife french vanilla formula 1 mix blended with 8 oz of water with 8 ice cubes blended on liquify mode,mix,1,1,bar,no quantity
I ate 2 slices of turkey bacon; 1 biscuit; and a cup of apple juice.,biscuit,1,1,medium,no quantity
1 wholegrain waffle with 1 cut up peach and a 1/2 cup of blueberries. Black coffee,waffle,1,1,oz,no quantity
1 wholegrain waffle with 1 cut up peach and a 1/2 cup of blueberries. Black coffee,peach,1,1,cup,no quantity
I had 1 boiled egg with a slice of whole grain toast.,egg,1,1,cup; chopped,no quantity
1 Pure Protein Bar; 1 Greek Peach Yogurt,Yogurt,1,1,jar Beech-Nut Stage 2 (4 oz),no quantity
1 Belgiam Waffle with Maple Syrup,Waffle,1,1,oz,no quantity
I had scrambled eggs with salt and pepper and 1 Jones sausage. I drank 1 glass of orange juice.,sausage,1,1,cubic inch,no quantity
For breakfast today I had 1 large egg with 1/4 cup of egg whites whisked together to make an omelette with cheese; tomato; and onion. With 6oz of orange juice.,egg,1,1,medium,no quantity
â€‹I had 2 pancakes with butter and maple syrup; 1 egg cooked over easy; and 2 slices of thick cut bacon with an 8oz glass of orange juice.,egg,1,1,medium,no quantity
I had two cinnamon pancakes made from Betty Crocker pancake mix; with a half a tablespoon of Land O' Lakes butter and some Aunt Jemima syrup;and 1 Lynden Farms hash brown with a little bit of Heinz ketchup. I had a cup of Folgers Classic Roast brewed coffee with 3 tablespoons of sugar; two tablespoons of Coffeemate creamer and a little bit of milk.,brown,1,1,cup,no quantity
I had 2 aunt jamimah pancakes with savory maple syrup heated up in the microwave until hot.,pancakes,2,2,serving 3 pancakes,no quantity
I had a medium iced coffee with French Vanilla; cream; and 2 sweet n' low from Dunkin Donuts. 53g (1 serving) of Kashi Go Lean Crunch Cereal. 1 pot of Dannon Light and Fit Peach Greek Yogurt,low,2,2,"ear medium (6-3/4"" to 7-1/2"" long)",no quantity
I ate 2 pancakes with Cool Whip and a bowl of grapes. I drank a glass of Tropicana orange juice.,pancakes,2,2,serving 3 pancakes,no quantity
For breakfast; I had 2 regular sized bowls of Kellogg's Lucky Charms cereal with 2% milk.,cereal,2,2,cup,no quantity
I had 2 hard boiled eggs with a cup of green tea.,eggs,2,2,cup; chopped,no quantity
I ate a spinach omelette with 2 eggs and feta cheese with a cup of tea.,eggs,2,2,medium,no quantity
I had 2 egg and 2 hash browns.,egg,2,2,medium,no quantity
I had 2 egg and 2 hash browns.,browns,2,2,cup,no quantity
I had 2 scrambled eggs mixed with 1t onion powder and a splash of almond milk and a piece of buttered white toast. I drank a cup of Indian Summer apple juice.,eggs,2,2,cup,no quantity
I had three Aunt Jemima french toast sticks with no syrup; 2 orange slices; and a cup of whole milk.,slices,2,2,lb,no quantity
For breaksfast i had a yogurt and orange juice and 2 nutrition bars,bars,2,2,Butterfinger BB's,no quantity
I had 2 organic eggs scrambled; with organic spinach and 1/2 cup Nishiki White Rice. I had a cup of coffee with 1 packet stevia; and 1 Tbsp of coconut oil.,eggs,2,2,medium,no quantity
I just ate 2 oranges and 1 kiwi with a glass of cold skim milk.,oranges,2,2,NLEA serving,no quantity
I scrambled 2 large free range eggs and added a splash on non-fat milk to make them fluffy. I added various cheeses and some salt and pepper to taste. I served it with a side helping of ore-ida's tator tots.,eggs,2,2,cup,no quantity
I had 2 Eggo waffles; doused in margarin and maple syrup. I had a cup of orange juice with it.,syrup,2,2,cup,no quantity
2 breakfast cookies and citrus flavired drink,cookies,2,2,"cookie; medium (1-5/8"" dia)",no quantity
I ate Canadian bacon with 2 eggs sunnyside up. I drank 1 glass of apple juice.,eggs,2,2,medium,no quantity
Yesterday before work; I had a glass of diet mountain dew and 2 Millville chewy chocolate dipped granola bars.,bars,2,2,Butterfinger BB's,no quantity
I had 2 eggs and sprinkles of cilantro.,eggs,2,2,medium,no quantity
I had 2 boneless; skinless chicken thighs; marinated in teriyaki sauce and grilled; with seasoned; grated stir-fried cauliflower and steamed broccoli with about a tablespoon of butter.,thighs,2,2,cup; chopped or diced,no quantity
I had 2 hash browns from mcdonalds.,browns,2,2,cup,no quantity
I had 2 banana and 2 apples.,banana,2,2,"medium (7"" to 7-7/8"" long)",no quantity
I had 2 banana and 2 apples.,apples,2,2,medium,no quantity
I had 2 boiled eggs dipped in soy sauce and 1 scrambled egg.,eggs,2,2,cup; chopped,no quantity
i ate 2 bananas with a small avocado,bananas,2,2,"medium (7"" to 7-7/8"" long)",no quantity
â€‹I had 2 Eggo blueberry waffles toasted; with half a tablespoon of butter and a tablespoon of homemade maple syrup. I also had 1 medium banana and a cup of Folgers original coffee with a tablespoon of International Delight French Vanilla creamer,waffles,2,2,oz,no quantity
I had 2 egg and 2 sausages.,egg,2,2,medium,no quantity
Hello! This morning I had 2 organic scrambled eggs; 3 slices of Nature's Promise nitrate free/nitrite free bacon; a handful of spinach and a mug of hot lemon water.,eggs,2,2,cup,no quantity
I ate organic scrambled eggs; two pieces of wheat toast covered with Smucker's grape jelly and 2 Jimmy Dean sausage patties. Also a glass of Simply Orange orange juice.,patties,2,2,"medium slice (approx 3"" x 2"" x 1/4"")",no quantity
â€‹had 2 sensational cookies and 2%milk for breakfast,cookies,2,2,"cookie; medium (1-5/8"" dia)",no quantity
I had 2 soft boiled eggs; seasoned with a pinch of salt and 2 slices of toasted wheat bread.,eggs,2,2,cup; chopped,no quantity
I ate 2 fresh scrambled eggs from my chickens; 2 Jimmy Dean sausage links; one slice of Nature's Own Honey Wheat bread; toasted. I drank an 8 oz cup of 2% milk.,eggs,2,2,medium,no quantity
I ate 2 fresh scrambled eggs from my chickens; 2 Jimmy Dean sausage links; one slice of Nature's Own Honey Wheat bread; toasted. I drank an 8 oz cup of 2% milk.,links,2,2,Links,no quantity
This morning I had 2 pancakes with maple syrup. I also had 2 scrambled eggs; with 2 slices of turkey bacon.,eggs,2,2,cup,no quantity
This morning I had 2 pancakes with maple syrup. I also had 2 scrambled eggs; with 2 slices of turkey bacon.,pancakes,2,2,serving 3 pancakes,no quantity
I had 2 wheat pancakes and 2 oz of maple syrup.,pancakes,2,2,cup; poured from box,no quantity
I ate 2 bananas in my house.,bananas,2,2,"medium (7"" to 7-7/8"" long)",no quantity
I had 2 egg and 3 strawberries.,egg,2,2,medium,no quantity
For breakfast today I had 2 Great Value brand Chocolate Toaster Pastries along with a 12 ounce glass of Ocean Spray Crangrape.,Pastries,2,2,oz,no quantity
I had 2 White Castle fish sandwiches; lettuce salad with oil and vinegar; Activia Mixed Berry Yogurt. I had ice water to drink,sandwiches,2,2,sandwich,no quantity
I had 1 glass of orange juice and 2 mangoes.,mangoes,2,2,cup pieces,no quantity
I had 2 waffles; whip cream and 5 pieces of strawberry,waffles,2,2,oz,no quantity
Ihad 2 power cookies and chocolate milk.,cookies,2,2,"cookie; medium (1-5/8"" dia)",no quantity
I went out for breakfast this morning to Christo's in Sanford Maine. I had 1 blueberry pancake with maple syrup (not real syrup); coffee with three creamers and two sugars; 2 eggs; corned beef hash and american cheese.,eggs,2,2,medium,no quantity
I had 2 scrambled eggs; cooked well done with three strips of bacon. I also had a bagel with no topping; just the bread. I drank a diet mountain dew with my breakfast.,eggs,2,2,cup,no quantity
I had 2 mini corn muffins with a glass of milk and a French Roast coffee with 3 ounces of half and half and 1 packet of sugar.,muffins,2,2,medium,no quantity
I had a homemade quiche with store bought pastry crust bottom; eggs; cheddar cheese; bacon; onions; garlic; and broccoli. I had a piece that was about 3 inches by 2 inches. I had a small coffee with splash of skim milk that I bought from a coffee cart.,inches,2,2,serving,no quantity
This morning I had a cup of coffee with milk and sugar. I made toast and scrambled 2 eggs in butter.,eggs,2,2,cup,no quantity
I had 2 organic eggs scrambled; 1/2 cup Nishiki white rice; Organic Spinach and Mushrooms; 1 cup of Lions Coffee with 1 packet of stevia and 1tsp of coconut oil.,eggs,2,2,medium,no quantity
I had 2 boiled eggs.,eggs,2,2,cup; chopped,no quantity
I ate half cup of Original Quaker Oats with 1 cup water and a snack box of Sun Maid raisins; 2 Eggland large eggs and 16oz Dean's whole milk.,eggs,2,2,medium,no quantity
I had 2 scrambled eggs and a slice of whole wheat toast and a 8oz cup of orange juice.,eggs,2,2,cup,no quantity
For breakfast I had 2 Great Value brand toaster pastries (cinnamon) and a 12 ounce glass of Ocean Spray Crangrape Juice,cinnamon,2,2,tbsp,no quantity
I had 2 apples and 2 mangoes.,apples,2,2,medium,no quantity
I had 2 apples and 2 mangoes.,mangoes,2,2,cup pieces,no quantity
I had 2 eggs over easy with a sausage link with some corn beef hash on the side with a cup of decafinated coffee.,eggs,2,2,medium,no quantity
I had scrambled eggs with lox chopped up and 2 sausage links with a glass of juice.,links,2,2,Links,no quantity
I had a smoothie with 2 large kale leaves; one scoop of whey protein isolate power; one cup of raspberries; one teaspoon of chia seeds; and about one cup of water.,leaves,2,2,cup,no quantity
Hi! I had 2 mini frozen waffles; about 3 ounces of pure maple syrup; and 1 cup of milk,waffles,2,2,oz,no quantity
I had 2 scrambled eggs with sliced red pepper and onion with sliced sausage on the side. I had a tall glass of orange juice.,eggs,2,2,cup,no quantity
I ate 2 eggs over easy with 1 slice of white toast. I drank a 8 oz glass of apple juice.,eggs,2,2,medium,no quantity
I ate 2 eggs and 1 oz of ketchup.,eggs,2,2,medium,no quantity
I had 2 eggs over medium; 2 slices of fried ham; a flour tortilla; and a cup of orange Hawaiian Punch.,eggs,2,2,medium,no quantity
I had toast and 2 eggs.,eggs,2,2,medium,no quantity
I had 2 chocolate chip pancakes with orange juice.,pancakes,2,2,cup,no quantity
I had 4 mangoes and 2 banana.,banana,2,2,"medium (7"" to 7-7/8"" long)",no quantity
For breakfast today I had a smoothie made from 2 frozen bananas; a tablespoon of peanut butter; a tablespoon of Hershey's cocoa powder; a heaping spoonful of Folger's instant coffee; about 3/4 of a cup of unsweetened Almond Breeze almond milk; a teaspoon of white sugar; and a big handful of ice cubes. I blended it in my blender until there were no more pieces of ice. It made a little less than 2 cups.,bananas,2,2,serving,no quantity
I had 2 frozen personal Red Baron deep dish supreme pizzas; and a big cup of orange Kool-Aid.,pizzas,2,2,package 10.9 oz pizza,no quantity
Today I ate 2 egg whites with cheese and 2 strips of turkey bacon. Yummy!,whites,2,2,cup,no quantity
I had 2 eggs scrambled.,eggs,2,2,cup,no quantity
I had poached eggs on top of 2 hash browns with salsa on top with a cup of coffee with cream.,browns,2,2,cup,no quantity
For breaksfast i had a yogurt and orange juice and 2 nutrition bars,bars,2,2,Butterfinger BB's,no quantity
I had 2 toasts with 1 oz of butter.,toasts,2,2,cup; crumbs,no quantity
I had 2 whole eggs and 1 cup of egg whites.,eggs,2,2,medium,no quantity
For breakfast today I had 2 strawberry Pop Tarts with a 12 ounce glass of Ocean Spray Crangrape.,Tarts,2,2,cup,no quantity
I had 2 glazed donuts and a caramel iced coffee with whipped cream and 2 splendas.,cream,2,2,cup,no quantity
I had 2 scrambled eggs; half of an everything bagel from Brooklyn Water Bagels; and a glass of water.,eggs,2,2,cup,no quantity
I had 2 eggs sunny side up with salt on it. I also had 3 strips of bacon and 10 ounces of orange juice.,eggs,2,2,medium,no quantity
I ate for breakfast 2 frozen eggos that I cooked in the microwave. I put on them peanut butter and honey. I had a latte to drink with them.,eggos,2,2,bscuit,no quantity
For breaksfast i had a yogurt and orange juice and 2 nutrition bars,bars,2,2,Butterfinger BB's,no quantity
I had 2 pancakes with about 2 ounces butter; 5 ounces maple syrup; and 1 cup milk,pancakes,2,2,serving 3 pancakes,no quantity
2 mini blueberry muffins and Starbucks coffee flavored frappuccino,muffins,2,2,medium,no quantity
I had 2 Nature's Valley Peanut Butter Granola Bars; 3 Bananas and a bottle of water.,Bars,2,2,Butterfinger BB's,no quantity
I had 2 Thomas's English Muffins; toasted and spread with butter. I also had a 12 oz glass of no pulp Florida's Natural orange juice.,Muffins,2,2,medium,no quantity
I ate 2 eggs and 2 spam pieces.,spam,2,2,oz (1 serving),no quantity
I ate 2 eggs and 2 spam pieces.,eggs,2,2,medium,no quantity
I had 2 orange juice boxes.,boxes,2,2,serving,no quantity
I had 2 scrambled eggs seasoned with black pepper; three pieces of bacon; one slice of toast; (white bread;) with a small amount of butter and a glass of orange juice.,eggs,2,2,cup,no quantity
For breakfast I had 2 scrambled eggs with 2 TBSP of cheese and ketchup drizzeled over the eggs. Paired off with a glass of Tropicana orange juice and hazelnut coffee.,eggs,2,2,cup,no quantity
I had 2 scrambled eggs; 2 slices of white toast with butter; and a cup of coffee; 2 teaspoons of sugar and a tablespoon of vanilla creamer.,eggs,2,2,cup,no quantity
I had 2 waffles ;1 cup nonfat milk and 1 cup coffee.,waffles,2,2,oz,no quantity
â€‹I had 2 pancakes with butter and maple syrup; 1 egg cooked over easy; and 2 slices of thick cut bacon with an 8oz glass of orange juice.,pancakes,2,2,serving 3 pancakes,no quantity
This morning I had 2 scrambled eggs; one slice of sausage; and a glass of orange juice.,eggs,2,2,cup,no quantity
I ate 8oz of original Quaker oatmeal; 2 large eggs; 4 pieces of Oscar Meyer bacon and 16oz Dean milk.,eggs,2,2,medium,no quantity
Yesterday; I had 3 small Centrella cinnamon rolls with a large glass of Diet Mountain Dew with ice.,rolls,3,3,medium,no quantity
Yesterday for breakfast I had 3 scrambled eggs with diced ham; onions; and sharp cheddar cheese. I poured Franks Hot Sauce over the eggs and washed it down with a glass of Ocean Spray Light Cranberry juice.,eggs,3,3,cup,no quantity
I ate 2 large blueberry pancakes topped with 3 sliced strawberries and warm maple syrup. I drank a 12 oz glass of Coke Classic.,strawberries,3,3,cup; thawed,no quantity
I had 3 scrambled eggs; a hash brown with a bowl of Honey smacks Cereal. To drink i had Lemon water; heated; with no sugar.,eggs,3,3,cup,no quantity
I had 3 round pancakes about 3 inches across with 1/2 cup of Aunt Jemima's syrup and 3 cups of water.,pancakes,3,3,cup,no quantity
I ate 3 whole bananas.,bananas,3,3,"medium (7"" to 7-7/8"" long)",no quantity
I had 3 eggs over medium; 2 slices of fried Oscar Mayer bologna; and a flour tortilla; and a big cup of orange Kool-Aid.,eggs,3,3,medium,no quantity
I had a cheese omelette made with 3 eggs; salt and pepper.,eggs,3,3,medium,no quantity
I had a cup and a half of Trader Joe's Brand Honey Nut O's; with a half a cup of 1% Milk. I had a large cup of Iced Via from Starbucks with 1% Milk and 3 splendas.,Milk,3,3,can (13 oz),no quantity
Today I had 3 buttermilk pancakes with maple syrup. I also had a Jimmy Dean sausage patty and 2 strips of thick cut bacon.,pancakes,3,3,cup,no quantity
3 medium pancakes with Aunt Jemima's Maple Syrup,pancakes,3,3,cup,no quantity
â€‹I had a microwaved; Morningstar Farms Spicy Black Bean Burger with 1/4 small red onion sliced; 3 cherry tomatoes halved and two cups of baby spinach leaves on an Arnoold's whole grain sandwich thin. I used Sabra roasted red pepper hummus as smear on the bread. I drank Arizone diet green tea from the can.,tomatoes,3,3,medium,no quantity
I had 2 egg and 3 strawberries.,strawberries,3,3,"medium (1-1/4"" dia)",no quantity
I had two slices of raisin bread toast with butter and 3 cantaloupe wedges. I also had a cup of Dasani yogurt.,cantaloupe,3,3,"melon; medium (about 5"" dia)",no quantity
I had two large scrambled eggs made with 1tsp butter; one piece of Hillshire farms beef smoked sausage and one cup of quaker old fashion grits. I had one 8oz serving of simply orange orange juice with a cup of salada tea with 3 sugars and lime juice.,sugars,3,3,cup,no quantity
I had one blueberry muffin. I had a cup of coffee with skim milk and 3 splenda sugars.,sugars,3,3,cup,no quantity
i had 3 eggs scrambled with Peyton's brand chorizo; and 2 slices of buttered toast and a cup of black cherry Kool-Aid.,eggs,3,3,medium,no quantity
I had 3 fresh baked biscuits with a tablespoon of honey; two scrambled eggs cooked with a pinch of salt and pepper; and a 8 ounce cup of 2% milk.,biscuits,3,3,medium,no quantity
I ate 3 Hickman's eggs (from Costco). I scrambled them; then topped with a large portion of homemade sauerkraut and a few swirls of ketchup and mustard. I drank water with my meal.,eggs,3,3,medium,no quantity
I ate a cheese omelette's. I coated the pan with a tablespoon of butter; and used 3 eggs in the omelette. I sprinkled some cheddar cheese crumbs on top of the omelette.,eggs,3,3,medium,no quantity
I had 3 eggs; cooked over medium in about 2 tsp of bacon grease with salt and pepper and chalula,eggs,3,3,medium,no quantity
I had 3 strawberries and 1 oz of whip cream.,strawberries,3,3,"medium (1-1/4"" dia)",no quantity
I had 3 strawberries and a glass of milk.,strawberries,3,3,"medium (1-1/4"" dia)",no quantity
I had 3 eggs over easy.,eggs,3,3,medium,no quantity
I had 3 scrambled eggs with four slices of buttered toast.Approximately two ounces of butter. I also had a 8 oz glass of orange juice and a multi vitamin.,eggs,3,3,cup,no quantity
I had a cup of Maxwell House coffee with two teaspoons of sugar and an ounce or so of cream; 3 Tasty Bites Pecan rolls heated in the microwave with a Tablespoon of Butter. I added about a cup of green grapes to finish it off.,rolls,3,3,medium,no quantity
I had a handful of green seedless grapes and homemade egg salad on a flour tortilla. The egg salad was made with 3 eggs and some leftover homemade donair sauce cooked in the microwave. I also added a couple pinches of Coburn Farms cheddar-jack cheese; a small piece of roast beef deli meat; and a pinch of Montreal Steak Spice.,eggs,3,3,medium,no quantity
I had two strips of bacon; 3 breakfast links; two scrambled eggs; a biscuit and a cup of coffee,links,3,3,oz; 2 links,no quantity
I had 3 chocolate covered strawberries.,strawberries,3,3,"medium (1-1/4"" dia)",no quantity
I had 3 blueberry muffins topped with maple syrup and whipped cream. I also had dark roasted coffee with 2 packets of sugar with half and half milk.,muffins,3,3,biscuits (1 NLEA serving),no quantity
I had 3 hard boiled egg whites; a granola bar; and a cup of apple juice.,whites,3,3,"ear; medium (6-3/4"" to 7-1/2"" long)",no quantity
Yesterday for breakfast I had 3 scrambled eggs with diced Smithfield ham; and shredded Food Lion brand sharp cheddar cheese. I poured some Herndez Medium salsa over them.,eggs,3,3,cup,no quantity
I had 3 eggs scrambled with 2 slices of fried bologna; one flour tortilla; and one cup of orange juice.,eggs,3,3,medium,no quantity
i had 3 protein oatmeal cookies and two full glasses of milk,cookies,3,3,"cookie; medium (1-5/8"" dia)",no quantity
I had 3 apples and a glass of milk.,apples,3,3,medium,no quantity
I ate 3 pancakes with strawberry syrup and a cup of coffee with no milk or sugar.,pancakes,3,3,serving 3 pancakes,no quantity
I ate 3 pancakes with cherry sauce on top. I drank a 12 oz glass of chocolate milk.,pancakes,3,3,serving 3 pancakes,no quantity
I had 3 eggs with a smidge of salt and pepper.,eggs,3,3,medium,no quantity
I had 4 oz. of Breakstone small curd cottage cheese with 4 medium strawberries. I also had two large scrambled eggs that I prepared in 1/2 tablespoon of butter. I drank a large coffee with 3 packets of Sweet N Low and 4 tablespoons of half and half creamer.,strawberries,4,4,"medium (1-1/4"" dia)",no quantity
This morning I had a delicious smoothie. To this smoothie I had a handful of frozen blueberries; about 4 huge juicy strawberries; 4 frozen pineapple cubes; two washed and peeled carrots; a frozen banana and two big handfuls of spinach.,strawberries,4,4,"medium (1-1/4"" dia)",no quantity
This morning I had a delicious smoothie. To this smoothie I had a handful of frozen blueberries; about 4 huge juicy strawberries; 4 frozen pineapple cubes; two washed and peeled carrots; a frozen banana and two big handfuls of spinach.,cubes,4,4,cube,no quantity
I had 4 scrambled eggs in an omelette; mixed with cheese and green peppers. I also had two cups of coffee with milk and sugar made with a Keurig.,eggs,4,4,cup,no quantity
I had 4 silver dollar sized pancakes with 2 TBS of maple syrup. I also had 1 cup of 2% milk.,pancakes,4,4,cup,no quantity
I had 4 pancakes with one pat of butter and three teaspoons of maple syrup. I had two turkey breakfast sausages. i had one cup of black coffee and one small glass of orange juice.,pancakes,4,4,serving 3 pancakes,no quantity
Today I had a homemade banana nut muffin with a cup of Folgers coffee. I put two creams and 4 sugars in the coffee. It was divine.,sugars,4,4,cup,no quantity
I had 4 mangoes and 2 banana.,mangoes,4,4,cup pieces,no quantity
I had 4 English muffins soaked in about 3 cups of gravy with sausage meat bits,muffins,4,4,muffin,no quantity
I had 4 eggo waffles with Aunt Jamima syrup.,waffles,4,4,sets waffle minis,no quantity
I had 4 strawberries and a peach.,strawberries,4,4,"medium (1-1/4"" dia)",no quantity
â€‹I had an egg white omelette; which consisted of 5 egg whites with onions and fresh garlic; iodized salt; pepper; and dill. I accompanied it with a side of turkey ham; turkey bacon and two slices of whole wheat bread. The beverage was a home-made juice consisting of grapefruit; beets and kale.,whites,5,5,cup,no quantity
Whole wheat bagel from Dunkin donuts; toasted with cream cheese. An iced coffee (large) with cream and 5 splenda.,cream,5,5,container; individual,no quantity
I ate 5 oranges in one sitting.,oranges,5,5,NLEA serving,no quantity
I had 5 strawberries from the local farmers market; a single serving of plain chobani yogurt and a green tea made in a Keurig with a single packet of Splenda,strawberries,5,5,"medium (1-1/4"" dia)",no quantity
I ate a 1/2 cup of corn beef hash and 6 baby carrots. I drank a 12 oz can of Cherry Coke.,carrots,6,6,medium,no quantity
1 Cup corn flakes; 1/4 Cup 1% milk; 6 raw almonds.,almonds,6,6,Container (1 NLEA serving),no quantity
I had 6 fresh strawberries; 2 ounces of Cheerios; 8 ounces of whole milk; and a Women's One a Day multivitamin.,strawberries,6,6,"medium (1-1/4"" dia)",no quantity
I had 8 hard boiled eggs.,eggs,8,8,cup; chopped,no quantity
herbalife french vanilla formula 1 mix blended with 8 oz of water with 8 ice cubes blended on liquify mode,cubes,8,8,cube,no quantity
I had 8 hard boiled eggs.,eggs,8,8,cup; chopped,no quantity
I had 9 strawberries and 2 oz of whip cream.,strawberries,9,9,"medium (1-1/4"" dia)",no quantity
I had two almond cookies; 10 small ice cubes; a gummy prenatal vitamin (Vita-fusion); and a small bowl of leftover homemade spaghetti sauce with ground beef.,cubes,10,10,cube,no quantity
For breakfast; I ate four ounces Activa mixed berry yogurt. Then I had cold cereal by mixing 1/2 cup Post Grapenuts and 1/2 cup Post GoldenCrisp; topped with 1/2 cup of Braum's no fat milk. To finish; I ate 15 fresh cherries and had one tablespoon coconut oil.,cherries,15,15,NLEA serving,no quantity
I had half of a banana and 15 green grapes with a glass of water.,grapes,15,15,NLEA serving,no quantity
1 cup of Kashi cereal with a cup up peach; 20 almonds and 3/4 cup of almond milk. Black coffee,almonds,20,20,almond,no quantity
I ate a bowl of Kellogg's Frosted Mini Wheats. There were approximately 30 biscuits in the bowl. I added a half cup of skim milk. I also had 8 ounces of Starbucks coffee with an ounce of fat free french vanilla creamer.,biscuits,30,30,medium,no quantity
I had 2 waffles ;1 cup nonfat milk and 1 cup coffee.,milk, ;1 cup 1 cup,1,cup,no quantity
For breakfast I had 1.5 oz of MultiGrain Cheerios with 1.4 oz of Sunmaid raisins and .75 cups of Braum's 2% milk.,milk, .75 cups,75,cup,no quantity
Even though it doesn't seem like it was 7 cups of choc full of nuts coffee made in a regular size mr. coffee drip and poured in a travel sized coffee carafe; non dairy creamer and sugar in the raw .Two pieces of peptridge farm white bread (the thin kind) toasted with peanut butter and honey,bread, .Two pieces,1,cup; crumbs,no quantity
1 cup of Kashi cereal with a cup up peach; 20 almonds and 3/4 cup of almond milk. Black coffee,cereal," ""1 cup",1,cup,no quantity
12 oz cup of coffee with 1 Tbsp flavored cream and 1 tsp sugar; 1 hard-boiled egg and a medium sized Fuji apple,coffee," ""12 oz cup",12,cup (8 fl oz),no quantity
2 scrambled eggs; chopped tomato; chopped roasted red pepper; water,eggs," ""2",2,cup,no quantity
2 scrambled egg whites; chopped cherry tomato; hot sauce; water,whites," ""2",2,"ear; medium (6-3/4"" to 7-1/2"" long)",no quantity
2 scrambled eggs; chopped cherry tomato; hot sauce; water,eggs," ""2",2,cup,no quantity
2 scrambled eggs; 1 thomas's everything bagel; Philadelphia cream cheese garden vegetable,eggs," ""2 1",2,cup,no quantity
3 scrambled egg whites; chopped tomato; chopped chive; ketchup cooked in a microwave; water,whites," ""3",3,"ear; medium (6-3/4"" to 7-1/2"" long)",no quantity
