little caesars pizza,,21292
mcdonalds chicken nuggets,,21309
mac,,21350
sausage mcmuffin,,21358
grill chicken salad,,21376
grilled chicken salad,,21376
ranch salad,,21378
side salad,,21379
chicken tenders,,21401
best frozen pizza,,21473
ginos cheese pizza,,21473
double cheeseburger,,21506
small onion rings,,21509
spaghetti in meat sauce,,22401
butoni cheese tortellini,,22901
chicken pot pie,,22906
stouffers frozen lasagna,,22910
lasagna,,22910
chipotle beef burrito,,22917
chicken and pasta,,22943
pork mashed chops,,22948
egg rolls,,22953
pulled pork sandwich,,22972
sonic corn dog,,22973
white chicken,,22975
gronal bar,,25033
kashi granola bar,,25033
granola bar,,25033
berries chewy red bar,,25035
fage clif bar,,25051
chewy granola bar,,25052
mixed berries,,25062
microwave egg drop soup,,27000
sweet baby rays barbecue sauce,,27055
chocolate chip cookies,,28056
fudge brownie ice cream,,28084
wheat crackers,,28137
toaster strudels,,28163
quaker old fashioned oatmeal,,28269
oyster crackers,,28282
eggs wheat waffles,,28304
roti,,28306
baby yellow potatoes,,31027
chicken and cheese,,32006
beef and pasta,,32009
hay yellow rice,,32011
oz steak,,36000
kraft macaroni,,36003
kraft macaroni and cheese,,36003
chicken fried rice,,36602
grill steak,,36608
cheese stick,,36611
fried shrimp,,36612
jumbo fried shrimps,,36612
general tsos chicken,,36618
chicken chow mien,,36623
chicken sausage,,42262
minute maid orange juice,,42270
baked chips,,42283
non fat milk,,42290
cesar salad dressing,,43015
jalepeno kroger carbmaster peach yogurt,,43261
parmesian cheese,,43340
baked chicken fries,,43410
ore ida foster farms breaded chicken golden fries,,43410
honey bunches oats,,43570
microwave popcorn,,43572
